"영상 번호","의문사있는 의문형","한국어 번역","형태소 개수","한국수어 형태소","","","","","","",""
"0365","","(여기서 갈아탈) 수 있나요?","3","내리다","갈아타다","가능","","","","",""
"0366","","(1호선)이 맞습니다.","2","1호","맞다","","","","","",""
"0367","","(1호선)이 맞나요?","2","1호","맞다","","","","","",""
"0368","","(1호선)으로 갈아타세요.","2","1호","갈아타다","","","","","",""
"0369","","(1호선)으로 갈아타세요?","2","1호","갈아타다","","","","","",""
"0370","","(10분 뒤)에 도착합니다.","2","도착","10분","","","","","",""
"0371","","(10분 뒤)에 도착하나요?","2","도착","10분","","","","","",""
"0372","","(1시)에 도착합니다.","2","도착","1시","","","","","",""
"0373","","(1시)에 도착하나요?","2","도착","1시","","","","","",""
"0374","","(10분 내로) 도착합니다.","3","도착","10분","전","","","","",""
"0375","","(10분 내로) 도착하나요?","3","도착","10분","전","","","","",""
"0376","","(1시간 내로) 도착합니다.","3","도착","1시간","전","","","","",""
"0377","","(1시간 내로) 도착하나요?","3","도착","1시간","전","","","","",""
"0378","","(3시)에 도착합니다.","2","도착","3시","","","","","",""
"0379","","(3시)에 도착하나요?","2","도착","3시","","","","","",""
"0380","","제시간에 도착합니다.","3","도착","시간","딱","","","","",""
"0381","","제시간에 도착하나요?","3","도착","시간","딱","","","","",""
"0382","","(트렁크에 짐 넣는) 것 좀 도와주세요.","3","트렁크열다","물건","나르다","","","","",""
"0383","","(트렁크에 짐 넣는) 것 좀 도와드릴까요?","3","트렁크열다","물건","나르다","","","","",""
"0384","","(지하철 갈아타는) 것 좀 도와주세요.","4","지하철","갈아타다","곳곳","도움받다","","","",""
"0385","","(지하철 갈아타는) 곳으로 안내해드릴까요?","3","지하철","곳","안내하다","","","","",""
"0386","","(길 찾는) 것 좀 도와주세요.","3","길","곳곳","도움받다","","","","",""
"0387","","(길 찾는) 것 좀 도와드릴까요?","3","길","안내하다","도와주다","","","","",""
"0388","","(엘리베이터 타는) 것 좀 도와주세요.","3","엘리베이터","안내하다","도움받다","","","","",""
"0389","","(엘리베이터 타는) 것 좀 도와드릴까요?","3","엘리베이터","안내하다","도와주다","","","","",""
"0390","","(5호선으로 환승하는) 것 좀 도와주세요.","4","5호","갈아타다","안내하다","도움받다","","","",""
"0391","","(5호선으로 환승하는) 것 좀 도와드릴까요?","4","5호","갈아타다","안내하다","도와주다","","","",""
"0392","","(물건)을 잃어버렸는데, 분실물은 어디서 찾나요?","4","물건","잃어버리다","찾다","방법","","","",""
"0393","","(도착하면) 알려주세요.","2","도착","알려받다","","","","","",""
"0394","","(도착하면) 알려주시나요?","2","도착","알려받다","","","","","",""
"0395","","(도착 시간) 좀 알려주세요.","3","도착","시간","알려받다","","","","",""
"0396","","(도착 시간)을 알려드릴까요?","3","도착","시간","알려주다","","","","",""
"0397","","(목적지)를 알려주세요.","3","도착","곳","알려받다","","","","",""
"0398","","(목적지)를 알려드릴까요?","3","도착","곳","알려주다","","","","",""
"0399","","(도착하면) 알려드리겠습니다.","3","도착","알려주다","가능","","","","",""
"0400","","(도착하면) 알려주실 수 있나요?","3","도착","알려받다","가능","","","","",""
"0401","","(내릴 때) 알려주세요.","3","내리다","시간","알려받다","","","","",""
"0402","","(내릴 때) 알려드릴까요?","3","내리다","시간","알려주다","","","","",""
"0403","","(내릴 역)을 알려주세요.","3","내리다","곳","알려받다","","","","",""
"0404","","(내릴 역)을 알려드릴까요?","3","내리다","곳","알려주다","","","","",""
"0405","","가장 빠른 길은 무엇일까요?","3","가다","빨리","방법","","","","",""
"0406","","제가 콜택시를 불렀습니다.","3","택시","문자보내다","맞다","","","","",""
"0407","","콜을 부르셨나요?","3","택시","문자받다","맞다","","","","",""
"0408","","제가 역무원을 불렀습니다.","3","역무원","부르다","나","","","","",""
"0409","","선로에 (가방)을 떨어뜨리셨나요?","4","지하철","철로","가방","떨어지다","","","",""
"0410","","경찰을 부르세요.","2","경찰","전화걸다","","","","","",""
"0411","","경찰을 부를까요?","2","경찰","전화걸다","","","","","",""
"0412","","콜을 부르세요.","2","택시","카톡보내다","","","","","",""
"0413","","콜을 부를까요?","2","택시","카톡보내다","","","","","",""
"0414","","명동역으로 가주세요.","2","명동","가다","","","","","",""
"0415","","명동역으로 가주세요.","2","명동","가다","","","","","",""
"0416","","명동역으로 가주세요.","2","명동","내리다","","","","","",""
"0417","","명동역으로 가주세요.","2","명동","내리다","","","","","",""
"0418","","명동역으로 가주세요.","2","명동","차내리다","","","","","",""
"0419","","명동역으로 가주세요.","2","명동","차내리다","","","","","",""
"0420","","명동역으로 가주세요.","2","명동","도착","","","","","",""
"0421","","명동역으로 가주세요.","2","명동","목적","","","","","",""
"0422","","명동역으로 가주세요.","2","명동","곳","","","","","",""
"0423","","명동역으로 가주세요.","2","명동","가다","","","","","",""
"0424","","(여기서) 내려주세요.","2","여기","맞다","","","","","",""
"0425","","(여기서) 내려주세요.","2","여기","맞다","","","","","",""
"0426","","(여기서) 내려주세요.","3","여기","내리다","맞다","","","","",""
"0427","","(여기서) 내려주세요.","3","여기","내리다","맞다","","","","",""
"0428","","(여기서) 내려주세요.","3","여기","차내리다","맞다","","","","",""
"0429","","(여기서) 내려주세요.","3","여기","차내리다","맞다","","","","",""
"0430","","(여기서) 내려주세요.","3","여기","내리다","맞다","","","","",""
"0431","","(여기서) 내려주세요.","3","여기","내리다","맞다","","","","",""
"0432","","(여기서) 내려주세요.","3","여기","차내리다","맞다","","","","",""
"0433","","(여기서) 내려주세요.","3","여기","차내리다","맞다","","","","",""
"0434","","(신호등) 못가서 내려주세요.","3","신호등","전","내리다","","","","",""
"0435","","(신호등) 못가서 내려주세요.","3","신호등","전","내리다","","","","",""
"0436","","(신호등) 못가서 내려주세요.","3","신호등","전","차내리다","","","","",""
"0437","","(신호등) 못가서 내려주세요.","3","신호등","전","차내리다","","","","",""
"0438","","(신호등) 못가서 내려주세요.","3","신호등","전","곳","","","","",""
"0439","","(신호등) 못가서 내려주세요.","4","신호등","전","도착","내리다","","","",""
"0440","","(신호등) 못가서 내려주세요.","4","신호등","전","도착","내리다","","","",""
"0441","","(신호등) 못가서 내려주세요.","4","신호등","전","도착","차내리다","","","",""
"0442","","(신호등) 못가서 내려주세요.","4","신호등","전","도착","차내리다","","","",""
"0443","","(신호등) 못가서 내려주세요.","3","신호등","전","저기","","","","",""
"0444","","(신호등) 지나서 내려주세요.","3","신호등","다음","내리다","","","","",""
"0445","","(신호등) 지나서 내려주세요.","3","신호등","다음","내리다","","","","",""
"0446","","(신호등) 지나서 내려주세요.","3","신호등","다음","차내리다","","","","",""
"0447","","(신호등) 지나서 내려주세요.","3","신호등","다음","차내리다","","","","",""
"0448","","(신호등) 지나서 내려주세요.","3","신호등","다음","곳","","","","",""
"0449","","(신호등) 지나서 내려주세요.","4","신호등","다음","도착","내리다","","","",""
"0450","","(신호등) 지나서 내려주세요.","4","신호등","다음","도착","내리다","","","",""
"0451","","(신호등) 지나서 내려주세요.","4","신호등","다음","도착","차내리다","","","",""
"0452","","(신호등) 지나서 내려주세요.","4","신호등","다음","도착","차내리다","","","",""
"0453","","(신호등) 지나서 내려주세요.","3","신호등","다음","여기","","","","",""
"0454","","(화장실)이 어디에 있나요?","2","화장실","무엇","","","","","",""
"0455","","(화장실)이 어디에 있나요?","2","화장실","곳","","","","","",""
"0456","","(화장실)이 어디에 있나요?","3","화장실","무엇","곳","","","","",""
"0457","","(화장실)이 어디에 있나요?","3","화장실","곳","무엇","","","","",""
"0458","","(화장실)이 어디에 있나요?","2","화장실","곳곳","","","","","",""
"0459","","(화장실)이 어디에 있나요?","2","화장실","뼈곳","","","","","",""
"0460","","(물품보관함)이 안되네요.","2","물품보관","불량","","","","","",""
"0461","","(물품보관함)이 안되네요.","2","물품보관","고장","","","","","",""
"0462","","(물품보관함)이 안되네요.","2","물품보관","안되다","","","","","",""
"0463","","(물품보관함)이 안되네요.","3","물품보관","잘","안되다","","","","",""
"0464","","(물품보관함)이 안되네요.","3","물품보관","사용","안되다","","","","",""
"0465","","(물품보관함)이 안되네요.","3","물품보관","사용","불가능","","","","",""
"0466","","(물품보관함)이 안되네요.","3","물품보관","문안열리다","고장","","","","",""
"0467","","(물품보관함)이 안되네요.","3","물품보관","문안열리다","안되다","","","","",""
"0468","","(물품보관함)이 안되네요.","3","물품보관","문안열리다","불량","","","","",""
"0469","","(물품보관함)이 안되네요.","4","물품보관","문안열리다","잘","안되다","","","",""
"0470","","(지갑)을 잃어버렸습니다.","2","지갑","잃어버리다","","","","","",""
"0471","","(지갑)을 잃어버렸습니다.","3","지갑","잃어버리다","없다","","","","",""
"0472","","(지갑)을 잃어버렸습니다.","2","지갑","실종","","","","","",""
"0473","","(지갑)을 잃어버렸습니다.","3","지갑","실종","없다","","","","",""
"0474","","안전벨트를 매주세요.","1","안전벨트","","","","","","",""
"0475","","안전벨트를 매주세요.","2","안전벨트","꼿다","","","","","",""
"0476","","안전벨트를 매주세요.","1","안전벨트","","","","","","",""
"0477","","안전벨트를 매주세요.","2","안전벨트","꼿다","","","","","",""
"0478","","안전벨트를 매주세요.","1","꼿다","","","","","","",""
"0479","","다른 (카드)를 주세요.","2","카드","교환하다","","","","","",""
"0480","","다른 (카드)를 주세요.","3","카드","다르다","교환하다","","","","",""
"0481","","다른 (카드) 없으세요?","4","카드","다르다","또","없다","","","",""
"0482","","다른 (카드) 없으세요?","4","카드","또","다르다","없다","","","",""
"0483","","다른 (카드)를 주세요.","2","카드","교환하다","","","","","",""
"0484","","다른 (카드)를 주세요.","3","카드","다르다","교환하다","","","","",""
"0485","","다른 (카드) 없으세요?","4","카드","다르다","또","없다","","","",""
"0486","","다른 (카드) 없으세요?","4","카드","또","다르다","없다","","","",""
"0487","","다른 (카드)를 주세요.","2","다르다","카드","","","","","",""
